UsageClass,CheckoutType,MaterialType,CheckoutYear,CheckoutMonth,Checkouts,Title,ISBN,Creator,Subjects,Publisher,PublicationYear
Digital,OverDrive,AUDIOBOOK,2022,3,17,Giovanni's Room (unabridged),,James Baldwin,"Classic Literature, Fiction","Blackstone Audio, Inc.",2013
Physical,Horizon,BOOK,2022,3,8,The fire next time / James Baldwin.,,"Baldwin, James, 1924-1987","African Americans, Black Muslims, United States Race relations","Vintage International Vintage Books,",1993.
Digital,OverDrive,AUDIOBOOK,2022,3,3,Tell Me How Long the Train's Been Gone: A Novel (unabridged),,James Baldwin,"Classic Literature, Fiction, Literature","Blackstone Audio, Inc.",2017
Digital,OverDrive,AUDIOBOOK,2022,3,14,If Beale Street Could Talk: A Novel (unabridged),,James Baldwin,"Classic Literature, Fiction, Literature","Blackstone Audio, Inc.",2018
Digital,OverDrive,AUDIOBOOK,2022,3,3,Just above My Head (unabridged),,James Baldwin,"Classic Literature, Fiction, Literature","Blackstone Audio, Inc.",2019
Digital,OverDrive,EBOOK,2022,3,2,James Baldwin: The Last Interview and Other Conversations,,James Baldwin,"Biography & Autobiography, Literary Criticism, Nonfiction","Random House, Inc.",2016
Digital,OverDrive,AUDIOBOOK,2022,3,2,The Price of the Ticket: Collected Nonfiction: 1948–1985 (unabridged),,James Baldwin,"History, Literary Criticism, Sociology, Nonfiction",Books on Tape,2021
Physical,Horizon,BOOK,2022,3,2,"Collected essays / James Baldwin ; Toni Morrison, editor.",,"Baldwin, James, 1924-1987","Baldwin James 1924 1987, Baldwin James 1924 1987 Knowledge Performances, American literature African American authors, African American authors, Motion picture plays History and criticism, African Americans in motion pictures, Black Muslims, African Americans Civil rights, African Americans Social conditions To 1964, African Americans Social conditions 1964 1975, United States Race relations History 20th century","Library of America,",1998.
Digital,OverDrive,EBOOK,2022,4,2,No Name in the Street,,James Baldwin,"Biography & Autobiography, Literary Criticism, Multi-Cultural, Nonfiction","Random House, Inc.",2020
Digital,OverDrive,AUDIOBOOK,2022,4,1,The Price of the Ticket: Collected Nonfiction: 1948–1985 (unabridged),,James Baldwin,"History, Literary Criticism, Sociology, Nonfiction",Books on Tape,2021
Digital,OverDrive,EBOOK,2022,4,6,Go Tell It on the Mountain,,James Baldwin,"Fiction, African American Fiction, Literature","Random House, Inc.",2013
Physical,Horizon,BOOK,2022,4,1,A dialogue / James Baldwin [and] Nikki Giovanni. Foreword by Ida Lewis. Afterword by Orde Coombs.,,"Baldwin, James, 1924-1987","Baldwin James 1924 1987, Giovanni Nikki, African Americans Psychology, United States Race relations","Lippincott,",[1973]
Digital,OverDrive,AUDIOBOOK,2022,4,3,No Name in the Street (unabridged),,James Baldwin,"Biography & Autobiography, Multi-Cultural, Sociology, Nonfiction","Blackstone Audio, Inc.",2020
Physical,Horizon,BOOK,2022,4,2,Notes of a native son / James Baldwin ; with a new introduction by Edward P. Jones.,,"Baldwin, James, 1924-1987","Baldwin James 1924 1987, African Americans Civil rights, African Americans Social conditions To 1964, United States Race relations","Beacon Press,",[2012]
Digital,OverDrive,AUDIOBOOK,2022,4,2,The Devil Finds Work: An Essay (unabridged),,James Baldwin,"Biography & Autobiography, Multi-Cultural, Sociology, Nonfiction","Blackstone Audio, Inc.",2017
Physical,Horizon,BOOK,2022,4,2,Just above my head / James Baldwin.,,"Baldwin, James, 1924-1987","Gay men Fiction, African American families Fiction, Gospel musicians Fiction, Harlem New York N Y Fiction","Delta Trade Paperbacks,",2000.
Digital,OverDrive,EBOOK,2022,4,14,The Fire Next Time,,James Baldwin,"Biography & Autobiography, Politics, Sociology, Nonfiction","Random House, Inc.",2013
Digital,OverDrive,EBOOK,2022,4,2,Tell Me How Long the Train's Been Gone,,James Baldwin,"Fiction, African American Fiction, Literature","Random House, Inc.",2013
Digital,OverDrive,EBOOK,2022,4,2,Another Country,,James Baldwin,"Fiction, African American Fiction, Literature, LGBTQIA+ (Fiction)","Random House, Inc.",2013
Digital,OverDrive,EBOOK,2022,4,1,Jimmy's Blues and Other Poems,,James Baldwin,"Fiction, Poetry","Random House, Inc.",2020
Physical,Horizon,BOOK,2022,4,1,I am not your negro : a major motion picture directed by Raoul Peck / from texts by James Baldwin ; compiled and edited by Raoul Peck.,,"Baldwin, James, 1924-1987,","United States Race relations, Civil rights movements United States History 20th century, Racism United States, African Americans Civil rights History 20th century","Vintage Books,",2017.
Physical,Horizon,BOOK,2022,4,3,"Collected essays / James Baldwin ; Toni Morrison, editor.",,"Baldwin, James, 1924-1987","Baldwin James 1924 1987, Baldwin James 1924 1987 Knowledge Performances, American literature African American authors, African American authors, Motion picture plays History and criticism, African Americans in motion pictures, Black Muslims, African Americans Civil rights, African Americans Social conditions To 1964, African Americans Social conditions 1964 1975, United States Race relations History 20th century","Library of America,",1998.
Physical,Horizon,BOOK,2022,4,1,Another country / James Baldwin.,,"Baldwin, James, 1924-1987","Racism United States Fiction, Suicide Fiction, African Americans Social conditions Fiction, New York N Y Fiction","Vintage Books,",1993.
Physical,Horizon,BOOK,2022,4,2,"Nothing personal / James Baldwin ; [foreword: Imani Perry ; afterword: Eddie S. Glaude, Jr.].",,"Baldwin, James, 1924-1987,","United States Race relations, Baldwin James 1924 1987 Political and social views, United States Civilization 20th century","Beacon Press,",[2021]
Digital,OverDrive,EBOOK,2022,4,9,Giovanni's Room,,James Baldwin,"Fiction, African American Fiction, Literature, LGBTQIA+ (Fiction)","Random House, Inc.",2013
Physical,Horizon,BOOK,2022,4,2,No name in the street / James Baldwin.,,"Baldwin, James, 1924-1987","Baldwin James 1924 1987, African Americans Social conditions 1964 1975, United States Race relations History 20th century","Vintage Books,",[2000]
Physical,Horizon,BOOK,2022,4,3,Giovanni's room / James Baldwin.,,"Baldwin, James, 1924-1987","Americans France Paris Fiction, Men Sexual behavior Fiction, Homosexuality France Paris Fiction","Vintage International,",2013.
Physical,Horizon,BOOK,2022,4,4,Go tell it on the mountain / James Baldwin.,,"Baldwin, James, 1924-1987","African American men Fiction, Racism United States Fiction, African American families Harlem New York N Y Fiction, African Americans Religion Fiction, Harlem New York N Y Drama","Vintage International,",2013.
Physical,Horizon,BOOK,2022,4,1,The evidence of things not seen / James Baldwin ; foreword by Derrick Bell with Janet Dewart Bell.,,"Baldwin, James, 1924-1987","Williams Wayne Bertram, Serial murders Georgia Atlanta Case studies, Racism Georgia Atlanta, Atlanta Ga Race relations","H. Holt,",1995.
Physical,Horizon,BOOK,2022,4,2,Early novels and stories : Go tell it on the mountain ; Giovanni's room ; Another country ; Going to meet the man / James Baldwin ; [Toni Morrison selected the contents for this volume].,,"Baldwin, James, 1924-1987","African American authors, American fiction African American authors, African Americans Social conditions Fiction, Short stories","Library of America,",1998.
Digital,OverDrive,AUDIOBOOK,2022,4,2,Fifty Famous Stories Retold (unabridged),,James Baldwin,"Fiction, Short Stories, Historical Fiction",Findaway,2020
Physical,Horizon,BOOK,2022,4,1,James Baldwin : the last interview and other conversations / James Baldwin.,,"Baldwin, James, 1924-1987,","Baldwin James 1924 1987 Interviews, Authors American 20th century Interviews, African American authors Biography","Melville House,",[2014]
Digital,OverDrive,EBOOK,2022,4,3,The Price of the Ticket: Collected Nonfiction: 1948–1985,,James Baldwin,"History, Literary Criticism, Sociology, Nonfiction","Random House, Inc.",2021
Digital,OverDrive,EBOOK,2022,4,2,Nothing Personal,,James Baldwin,"Essays, Literary Criticism, Sociology, Nonfiction","Random House, Inc.",2021
Digital,OverDrive,AUDIOBOOK,2022,4,3,Notes of a Native Son (unabridged),,James Baldwin,"Literary Criticism, Sociology, Nonfiction","Blackstone Audio, Inc.",2015
Digital,OverDrive,EBOOK,2022,4,4,If Beale Street Could Talk,,James Baldwin,"Fiction, African American Fiction, Literature","Random House, Inc.",2013
Digital,OverDrive,AUDIOBOOK,2022,4,5,Just above My Head (unabridged),,James Baldwin,"Classic Literature, Fiction, Literature","Blackstone Audio, Inc.",2019
Digital,OverDrive,AUDIOBOOK,2022,4,4,If Beale Street Could Talk: A Novel (unabridged),,James Baldwin,"Classic Literature, Fiction, Literature","Blackstone Audio, Inc.",2018
Digital,OverDrive,EBOOK,2022,4,2,The Cross of Redemption: Uncollected Writings,,James Baldwin,"Literary Criticism, Sociology, Nonfiction","Random House, Inc.",2010
Physical,Horizon,BOOK,2022,4,1,Nobody knows my name : more notes of a native son / James Baldwin.,,"Baldwin, James, 1924-1987","African Americans, United States Race relations","Vintage Books,",1993.
Physical,Horizon,SOUNDDISC,2022,4,1,Giovanni's room / by James Baldwin.,,"Baldwin, James, 1924-1987","Americans France Fiction, Sexual orientation Fiction, Bisexuals Fiction, Paris France Fiction, Psychological fiction, Audiobooks","AudioGO,",[2013]
Digital,OverDrive,EBOOK,2022,4,7,Notes of a Native Son,,James Baldwin,"Literary Criticism, Sociology, African American Nonfiction, Nonfiction","Random House, Inc.",2014
Digital,OverDrive,AUDIOBOOK,2022,4,3,Nothing Personal (unabridged),,James Baldwin,"Essays, Literary Criticism, Sociology, Nonfiction",Books on Tape,2021
Digital,OverDrive,EBOOK,2022,4,3,Nobody Knows My Name,,James Baldwin,"Biography & Autobiography, Literary Criticism, Multi-Cultural, Nonfiction","Random House, Inc.",2017
Physical,Horizon,BOOK,2022,4,1,If Beale Street could talk : a novel / James Baldwin.,,"Baldwin, James, 1924-1987","African Americans Fiction, Love stories","Vintage International,",2006.
Digital,OverDrive,AUDIOBOOK,2022,4,7,Giovanni's Room (unabridged),,James Baldwin,"Classic Literature, Fiction","Blackstone Audio, Inc.",2013
Digital,OverDrive,AUDIOBOOK,2022,4,25,The Fire Next Time (unabridged),,James Baldwin,"Sociology, African American Nonfiction, Nonfiction","Blackstone Audio, Inc.",2008
Digital,OverDrive,AUDIOBOOK,2022,4,2,Another Country (unabridged),,James Baldwin,"Fiction, Literature","Blackstone Audio, Inc.",2010
Physical,Horizon,SOUNDDISC,2022,4,1,Go tell it on the mountain / by James Baldwin.,,"Baldwin, James, 1924-1987","African Americans Religion Fiction, African American men Fiction, African American families Fiction, Racism United States Fiction, Harlem New York N Y Fiction, Bildungsromans, Audiobooks","AudioGO,",℗2013.
Digital,OverDrive,AUDIOBOOK,2022,4,1,Nobody Knows My Name: More Notes of a Native Son (unabridged),,James Baldwin,"Biography & Autobiography, Multi-Cultural, Sociology, Nonfiction","Blackstone Audio, Inc.",2017
Digital,OverDrive,AUDIOBOOK,2022,4,9,Go Tell It On the Mountain (unabridged),,James Baldwin,"Fiction, Literature","Blackstone Audio, Inc.",2013
Physical,Horizon,BOOK,2022,4,5,The fire next time / James Baldwin.,,"Baldwin, James, 1924-1987","African Americans, Black Muslims, United States Race relations","Vintage International Vintage Books,",1993.
Physical,Horizon,BOOK,2022,4,1,Jimmy's blues and other poems / James Baldwin ; with an introduction by Nikky Finney.,,"Baldwin, James, 1924-1987",,"Beacon Press,",[2014]
Physical,Horizon,SOUNDDISC,2022,5,2,Giovanni's room / by James Baldwin.,"0792793692, 1620645416, 9780792793694, 9781620645413","Baldwin, James, 1924-1987","Americans France Fiction, Sexual orientation Fiction, Bisexuals Fiction, Paris France Fiction, Psychological fiction, Audiobooks","AudioGO,",[2013]
Digital,OverDrive,AUDIOBOOK,2022,5,1,The Devil Finds Work: An Essay (unabridged),9781538425480,James Baldwin,"Biography & Autobiography, Multi-Cultural, Sociology, Nonfiction","Blackstone Audio, Inc.",2017
Digital,OverDrive,AUDIOBOOK,2022,5,2,Nothing Personal (unabridged),9780807006450,James Baldwin,"Essays, Literary Criticism, Sociology, Nonfiction",Books on Tape,2021
Physical,Horizon,BOOK,2022,5,4,If Beale Street could talk : a novel / James Baldwin.,"0307275930, 9780307275936","Baldwin, James, 1924-1987","African Americans Fiction, Love stories","Vintage International,",2006.
Digital,OverDrive,AUDIOBOOK,2022,5,1,Fifty Famous Stories Retold (unabridged),,James Baldwin,"Fiction, Short Stories, Historical Fiction",CoolBeat Audiobooks,2013
Digital,OverDrive,AUDIOBOOK,2022,5,2,Tell Me How Long the Train's Been Gone: A Novel (unabridged),9781504675994,James Baldwin,"Classic Literature, Fiction, Literature","Blackstone Audio, Inc.",2017
Digital,OverDrive,AUDIOBOOK,2022,5,14,If Beale Street Could Talk: A Novel (unabridged),9781504680783,James Baldwin,"Classic Literature, Fiction, Literature","Blackstone Audio, Inc.",2018
Physical,Horizon,BOOK,2022,5,1,"Little man, little man : a story of childhood / James Baldwin with illustrations by Yoran Cazac ; edited by Nicholas Boggs and Jennifer DeVere Brody ; foreword by Tejan Karefa-Smart ; afterword by Aisha Karefa-Smart.","147800004X, 9781478000044","Baldwin, James, 1924-1987,","City and town life New York State New York Juvenile fiction, African American boys Juvenile fiction, African American children Juvenile fiction, Friendship Juvenile fiction, Neighborhoods Juvenile fiction, Coming of age Fiction, Harlem New York N Y Juvenile fiction","Duke University Press,",2018.
Physical,Horizon,BOOK,2022,5,9,The fire next time / James Baldwin.,067974472X,"Baldwin, James, 1924-1987","African Americans, Black Muslims, United States Race relations","Vintage International Vintage Books,",1993.
Digital,OverDrive,EBOOK,2022,5,1,James Baldwin: The Last Interview and Other Conversations,9781612194011,James Baldwin,"Biography & Autobiography, Literary Criticism, Nonfiction","Random House, Inc.",2016
Physical,Horizon,BOOK,2022,5,5,Notes of a native son / James Baldwin ; with a new introduction by Edward P. Jones.,"0807006114, 0807006238, 9780807006115, 9780807006238","Baldwin, James, 1924-1987","Baldwin James 1924 1987, African Americans Civil rights, African Americans Social conditions To 1964, United States Race relations","Beacon Press,",[2012]
Digital,OverDrive,EBOOK,2022,5,4,If Beale Street Could Talk,9780804149679,James Baldwin,"Fiction, African American Fiction, Literature","Random House, Inc.",2013
Digital,OverDrive,AUDIOBOOK,2022,10,4,Going to Meet the Man (unabridged),9780792776451,James Baldwin,"Fiction, Short Stories","Blackstone Audio, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2022,5,12,Go Tell It On the Mountain (unabridged),9780792796121,James Baldwin,"Fiction, Literature","Blackstone Audio, Inc.",2013
Digital,OverDrive,EBOOK,2022,9,2,Nobody Knows My Name,9780804149730,James Baldwin,"Biography & Autobiography, Literary Criticism, Multi-Cultural, Nonfiction","Random House, Inc.",2017
Digital,OverDrive,EBOOK,2022,5,3,Another Country,9780804149716,James Baldwin,"Fiction, African American Fiction, Literature, LGBTQIA+ (Fiction)","Random House, Inc.",2013
Digital,OverDrive,AUDIOBOOK,2022,5,4,Just above My Head (unabridged),9781504684460,James Baldwin,"Classic Literature, Fiction, Literature","Blackstone Audio, Inc.",2019
Digital,OverDrive,EBOOK,2022,5,1,Tell Me How Long the Train's Been Gone,9780804149709,James Baldwin,"Fiction, African American Fiction, Literature","Random House, Inc.",2013
Digital,OverDrive,EBOOK,2022,5,3,No Name in the Street,9780804149662,James Baldwin,"Biography & Autobiography, Literary Criticism, Multi-Cultural, Nonfiction","Random House, Inc.",2020
Digital,OverDrive,AUDIOBOOK,2022,5,1,Nobody Knows My Name: More Notes of a Native Son (unabridged),9781538489215,James Baldwin,"Biography & Autobiography, Multi-Cultural, Sociology, Nonfiction","Blackstone Audio, Inc.",2017
