UsageClass,CheckoutType,MaterialType,CheckoutYear,CheckoutMonth,Checkouts,Title,ISBN,Creator,Subjects,Publisher,PublicationYear
Physical,Horizon,BOOK,2019,6,7,Notes of a native son / James Baldwin ; with a new introduction by Edward P. Jones.,,"Baldwin, James, 1924-1987","Baldwin James 1924 1987, African Americans Civil rights, African Americans Social conditions To 1964, United States Race relations","Beacon Press,",[2012]
Digital,OverDrive,AUDIOBOOK,2019,6,9,Go Tell It On the Mountain (Unabridged),,James Baldwin,"Fiction, Literature","Blackstone Audio, Inc.",2013
Physical,Horizon,BOOK,2019,6,1,"Collected essays / James Baldwin ; Toni Morrison, editor.",,"Baldwin, James, 1924-1987","Baldwin James 1924 1987, Baldwin James 1924 1987 Knowledge Performances, American literature African American authors, African American authors, Motion picture plays History and criticism, African Americans in motion pictures, Black Muslims, African Americans Civil rights, African Americans Social conditions To 1964, African Americans Social conditions 1964 1975, United States Race relations History 20th century","Library of America,",1998.
Digital,OverDrive,EBOOK,2019,6,1,Native Sons: A Friendship That Created One of the Greatest Works of the 20th Century: Notes of a Native Son,,James Baldwin,"African American Nonfiction, Biography & Autobiography, Nonfiction","Random House, Inc.",2012
Physical,Horizon,BOOK,2019,6,3,Just above my head / James Baldwin.,,"Baldwin, James, 1924-1987","Gay men Fiction, African American families Fiction, Gospel musicians Fiction, Harlem New York N Y Fiction","Delta Trade Paperbacks,",2000.
Physical,Horizon,BOOK,2019,6,1,James Baldwin : the last interview and other conversations / James Baldwin.,,"Baldwin, James, 1924-1987,","Baldwin James 1924 1987 Interviews, Authors American 20th century Interviews, African American authors Biography","Melville House,",[2014]
Digital,OverDrive,AUDIOBOOK,2019,6,2,Going to Meet the Man (Unabridged),,James Baldwin,"Fiction, Short Stories","Blackstone Audio, Inc.",2011
Physical,Horizon,SOUNDDISC,2019,6,3,Go tell it on the mountain / by James Baldwin.,,"Baldwin, James, 1924-1987","African Americans Religion Fiction, African American men Fiction, African American families Fiction, Racism United States Fiction, Harlem New York N Y Fiction, Bildungsromans, Audiobooks","AudioGO,",℗2013.
Digital,OverDrive,AUDIOBOOK,2019,6,4,The Devil Finds Work: An Essay (unabridged) (Unabridged),,James Baldwin,"Biography & Autobiography, Multi-Cultural, Nonfiction, Sociology","Blackstone Audio, Inc.",2017
Digital,OverDrive,EBOOK,2019,6,3,Tell Me How Long the Train's Been Gone,,James Baldwin,"African American Fiction, Fiction, Literature","Random House, Inc.",2013
Digital,OverDrive,EBOOK,2019,6,4,Nobody Knows My Name,,James Baldwin,"Biography & Autobiography, Literary Criticism, Multi-Cultural, Nonfiction","Random House, Inc.",2017
Physical,Horizon,SOUNDDISC,2019,6,2,The fire next time / by James Baldwin.,,"Baldwin, James, 1924-1987","African Americans, United States Race relations, Black Muslims, Audiobooks","BBC Audiobooks America,",℗2008.
Physical,Horizon,BOOK,2019,6,1,"Little man, little man : a story of childhood / James Baldwin with illustrations by Yoran Cazac ; edited by Nicholas Boggs and Jennifer DeVere Brody ; foreword by Tejan Karefa-Smart ; afterword by Aisha Karefa-Smart.",,"Baldwin, James, 1924-1987,","City and town life New York State New York Juvenile fiction, African American boys Juvenile fiction, African American children Juvenile fiction, Friendship Juvenile fiction, Neighborhoods Juvenile fiction, Coming of age Fiction, Harlem New York N Y Juvenile fiction","Duke University Press,",2018.
Digital,OverDrive,EBOOK,2019,6,2,Going to Meet the Man: Stories,,James Baldwin,"African American Fiction, Fiction, Literature, Short Stories","Random House, Inc.",2013
Digital,OverDrive,EBOOK,2019,6,20,The Fire Next Time,,James Baldwin,"African American Nonfiction, Nonfiction, Sociology","Random House, Inc.",2013
Digital,OverDrive,AUDIOBOOK,2019,6,4,Nobody Knows My Name: More Notes of a Native Son (unabridged) (Unabridged),,James Baldwin,"Biography & Autobiography, Multi-Cultural, Nonfiction, Sociology","Blackstone Audio, Inc.",2017
Physical,Horizon,BOOK,2019,6,1,The cross of redemption : uncollected writings / James Baldwin ; edited and with an introduction by Randall Kenan.,,"Baldwin, James, 1924-1987",,"Pantheon Books,",2010.
Physical,Horizon,BOOK,2019,6,18,Go tell it on the mountain / James Baldwin.,,"Baldwin, James, 1924-1987","African American men Fiction, Racism United States Fiction, African American families Harlem New York N Y Fiction, African Americans Religion Fiction, Harlem New York N Y Drama","Vintage International,",2013.
Digital,OverDrive,EBOOK,2019,6,7,Notes of a Native Son,,James Baldwin,"African American Nonfiction, Literary Criticism, Nonfiction, Sociology","Random House, Inc.",2014
Physical,Horizon,BOOK,2019,6,5,I am not your negro : a major motion picture directed by Raoul Peck / from texts by James Baldwin ; compiled and edited by Raoul Peck.,,"Baldwin, James, 1924-1987,","United States Race relations, Civil rights movements United States History 20th century, Racism United States, African Americans Civil rights History 20th century","Vintage Books,",2017.
Digital,OverDrive,AUDIOBOOK,2019,6,16,The Fire Next Time (Unabridged),,James Baldwin,"African American Nonfiction, Nonfiction, Sociology","Blackstone Audio, Inc.",2008
Digital,OverDrive,EBOOK,2019,6,25,If Beale Street Could Talk,,James Baldwin,"Fiction, Literature","Random House, Inc.",2013
Physical,Horizon,SOUNDDISC,2019,6,3,Notes of a native son / by James Baldwin.,,"Baldwin, James, 1924-1987,","Baldwin James 1924 1987, African Americans Civil rights, African Americans Social conditions To 1964, United States Race relations, Audiobooks","Blackstone Audio, Inc.,",[2015]
Digital,OverDrive,AUDIOBOOK,2019,6,7,Another Country (Unabridged),,James Baldwin,"Fiction, Literature","Blackstone Audio, Inc.",2010
Digital,OverDrive,EBOOK,2019,6,7,Go Tell It on the Mountain,,James Baldwin,"African American Fiction, Fiction, Literature","Random House, Inc.",2013
Digital,OverDrive,EBOOK,2019,7,2,Nobody Knows My Name,,James Baldwin,"Biography & Autobiography, Literary Criticism, Multi-Cultural, Nonfiction","Random House, Inc.",2017
Digital,OverDrive,AUDIOBOOK,2019,7,1,Fifty Famous Stories Retold (Unabridged),,James Baldwin,"Fiction, Historical Fiction, Short Stories",CoolBeat Audiobooks,2013
Digital,OverDrive,AUDIOBOOK,2019,7,35,If Beale Street Could Talk: A Novel (unabridged) (Unabridged),,James Baldwin,"Classic Literature, Fiction, Literature","Blackstone Audio, Inc.",2018
Digital,OverDrive,AUDIOBOOK,2019,7,5,Tell Me How Long the Train's Been Gone: A Novel (unabridged) (Unabridged),,James Baldwin,"Classic Literature, Fiction, Literature","Blackstone Audio, Inc.",2017
Physical,Horizon,SOUNDDISC,2019,7,1,Notes of a native son / by James Baldwin.,,"Baldwin, James, 1924-1987,","Baldwin James 1924 1987, African Americans Civil rights, African Americans Social conditions To 1964, United States Race relations, Audiobooks","Blackstone Audio, Inc.,",[2015]
Physical,Horizon,BOOK,2019,7,1,I am not your negro : a major motion picture directed by Raoul Peck / from texts by James Baldwin ; compiled and edited by Raoul Peck.,,"Baldwin, James, 1924-1987,","United States Race relations, Civil rights movements United States History 20th century, Racism United States, African Americans Civil rights History 20th century","Vintage Books,",2017.
Physical,Horizon,BOOK,2019,7,39,If Beale Street could talk : a novel / James Baldwin.,,"Baldwin, James, 1924-1987","African Americans Fiction, Love stories","Vintage International,",2006.
Digital,OverDrive,EBOOK,2019,7,2,Native Sons: A Friendship That Created One of the Greatest Works of the 20th Century: Notes of a Native Son,,James Baldwin,"African American Nonfiction, Biography & Autobiography, Nonfiction","Random House, Inc.",2012
Digital,OverDrive,EBOOK,2019,7,7,Go Tell It on the Mountain,,James Baldwin,"African American Fiction, Fiction, Literature","Random House, Inc.",2013
Digital,OverDrive,AUDIOBOOK,2019,7,35,Giovanni's Room (Unabridged),,James Baldwin,"Classic Literature, Fiction","Blackstone Audio, Inc.",2013
Digital,OverDrive,EBOOK,2019,7,7,Notes of a Native Son,,James Baldwin,"African American Nonfiction, Literary Criticism, Nonfiction, Sociology","Random House, Inc.",2014
Physical,Horizon,BOOK,2019,7,9,The fire next time / James Baldwin.,,"Baldwin, James, 1924-1987","African Americans, Black Muslims, United States Race relations","Vintage International Vintage Books,",1993.
Physical,Horizon,BOOK,2019,7,1,Early novels and stories : Go tell it on the mountain ; Giovanni's room ; Another country ; Going to meet the man / James Baldwin ; [Toni Morrison selected the contents for this volume].,,"Baldwin, James, 1924-1987","African American authors, American fiction African American authors, African Americans Social conditions Fiction, Short stories","Library of America,",1998.
Digital,OverDrive,EBOOK,2019,7,18,The Fire Next Time,,James Baldwin,"African American Nonfiction, Nonfiction, Sociology","Random House, Inc.",2013
Physical,Horizon,BOOK,2019,7,1,"Little man, little man : a story of childhood / James Baldwin with illustrations by Yoran Cazac ; edited by Nicholas Boggs and Jennifer DeVere Brody ; foreword by Tejan Karefa-Smart ; afterword by Aisha Karefa-Smart.",,"Baldwin, James, 1924-1987,","City and town life New York State New York Juvenile fiction, African American boys Juvenile fiction, African American children Juvenile fiction, Friendship Juvenile fiction, Neighborhoods Juvenile fiction, Coming of age Fiction, Harlem New York N Y Juvenile fiction","Duke University Press,",2018.
Digital,OverDrive,AUDIOBOOK,2019,7,4,The Devil Finds Work: An Essay (unabridged) (Unabridged),,James Baldwin,"Biography & Autobiography, Multi-Cultural, Nonfiction, Sociology","Blackstone Audio, Inc.",2017
Digital,OverDrive,AUDIOBOOK,2019,7,7,Another Country (Unabridged),,James Baldwin,"Fiction, Literature","Blackstone Audio, Inc.",2010
Physical,Horizon,BOOK,2019,7,1,"Collected essays / James Baldwin ; Toni Morrison, editor.",,"Baldwin, James, 1924-1987","Baldwin James 1924 1987, Baldwin James 1924 1987 Knowledge Performances, American literature African American authors, African American authors, Motion picture plays History and criticism, African Americans in motion pictures, Black Muslims, African Americans Civil rights, African Americans Social conditions To 1964, African Americans Social conditions 1964 1975, United States Race relations History 20th century","Library of America,",1998.
Digital,OverDrive,EBOOK,2019,7,9,Giovanni's Room,,James Baldwin,"African American Fiction, Fiction, Literature","Random House, Inc.",2013
Physical,Horizon,SOUNDDISC,2019,7,1,Giovanni's room / by James Baldwin.,,"Baldwin, James, 1924-1987","Americans France Fiction, Sexual orientation Fiction, Bisexuals Fiction, Paris France Fiction, Psychological fiction, Audiobooks","AudioGO,",[2013]
Physical,Horizon,SOUNDDISC,2019,7,1,The fire next time / by James Baldwin.,,"Baldwin, James, 1924-1987","African Americans, United States Race relations, Black Muslims, Audiobooks","BBC Audiobooks America,",℗2008.
Digital,OverDrive,AUDIOBOOK,2019,7,5,Just above My Head (Unabridged),,James Baldwin,"Classic Literature, Fiction, Literature","Blackstone Audio, Inc.",2019
Digital,OverDrive,EBOOK,2019,7,1,Tell Me How Long the Train's Been Gone,,James Baldwin,"African American Fiction, Fiction, Literature","Random House, Inc.",2013
Physical,Horizon,SOUNDDISC,2019,7,2,Go tell it on the mountain / by James Baldwin.,,"Baldwin, James, 1924-1987","African Americans Religion Fiction, African American men Fiction, African American families Fiction, Racism United States Fiction, Harlem New York N Y Fiction, Bildungsromans, Audiobooks","AudioGO,",℗2013.
Digital,OverDrive,EBOOK,2019,7,2,Fifty Famous Stories Retold,,James Baldwin,"History, Juvenile Nonfiction","Simon & Schuster, Inc.",2013
Digital,OverDrive,EBOOK,2019,7,4,James Baldwin: The Last Interview and Other Conversations,,James Baldwin,"Biography & Autobiography, Literary Criticism, Nonfiction","Random House, Inc.",2016
Digital,OverDrive,AUDIOBOOK,2019,7,13,The Fire Next Time (Unabridged),,James Baldwin,"African American Nonfiction, Nonfiction, Sociology","Blackstone Audio, Inc.",2008
Physical,Horizon,BOOK,2019,7,1,Notes of a native son.,,"Baldwin, James, 1924-1987","African Americans, United States Race relations","Beacon Press,",[1955]
Digital,OverDrive,AUDIOBOOK,2019,7,4,Going to Meet the Man (Unabridged),,James Baldwin,"Fiction, Short Stories","Blackstone Audio, Inc.",2011
Physical,Horizon,BOOK,2019,7,14,Go tell it on the mountain / James Baldwin.,,"Baldwin, James, 1924-1987","African American men Fiction, Racism United States Fiction, African American families Harlem New York N Y Fiction, African Americans Religion Fiction, Harlem New York N Y Drama","Vintage International,",2013.
Digital,OverDrive,AUDIOBOOK,2019,7,8,Notes of a Native Son (Unabridged),,James Baldwin,"Literary Criticism, Nonfiction, Sociology","Blackstone Audio, Inc.",2015
Physical,Horizon,BOOK,2019,7,2,Going to meet the man / by James Baldwin.,,"Baldwin, James, 1924-1987","African Americans Fiction, Race relations Fiction","Vintage Books,",1995.
Digital,OverDrive,EBOOK,2019,7,28,If Beale Street Could Talk,,James Baldwin,"Fiction, Literature","Random House, Inc.",2013
Digital,OverDrive,AUDIOBOOK,2019,7,9,Go Tell It On the Mountain (Unabridged),,James Baldwin,"Fiction, Literature","Blackstone Audio, Inc.",2013
Digital,OverDrive,EBOOK,2019,7,7,Another Country,,James Baldwin,"African American Fiction, Fiction, Literature","Random House, Inc.",2013
Digital,OverDrive,EBOOK,2019,7,3,The Cross of Redemption: Uncollected Writings,,James Baldwin,"Literary Criticism, Nonfiction, Sociology","Random House, Inc.",2010
Physical,Horizon,BOOK,2019,7,7,Another country / James Baldwin.,,"Baldwin, James, 1924-1987","Racism United States Fiction, Suicide Fiction, African Americans Social conditions Fiction, New York N Y Fiction","Vintage Books,",1993.
Physical,Horizon,BOOK,2019,7,2,Just above my head / James Baldwin.,,"Baldwin, James, 1924-1987","Gay men Fiction, African American families Fiction, Gospel musicians Fiction, Harlem New York N Y Fiction","Delta Trade Paperbacks,",2000.
Physical,Horizon,BOOK,2019,7,3,James Baldwin : the last interview and other conversations / James Baldwin.,,"Baldwin, James, 1924-1987,","Baldwin James 1924 1987 Interviews, Authors American 20th century Interviews, African American authors Biography","Melville House,",[2014]
Physical,Horizon,BOOK,2019,7,5,Notes of a native son / James Baldwin ; with a new introduction by Edward P. Jones.,,"Baldwin, James, 1924-1987","Baldwin James 1924 1987, African Americans Civil rights, African Americans Social conditions To 1964, United States Race relations","Beacon Press,",[2012]
Digital,OverDrive,EBOOK,2019,7,2,Going to Meet the Man: Stories,,James Baldwin,"African American Fiction, Fiction, Literature, Short Stories","Random House, Inc.",2013
Digital,OverDrive,AUDIOBOOK,2019,7,5,Nobody Knows My Name: More Notes of a Native Son (unabridged) (Unabridged),,James Baldwin,"Biography & Autobiography, Multi-Cultural, Nonfiction, Sociology","Blackstone Audio, Inc.",2017
Physical,Horizon,SOUNDDISC,2019,7,1,Another country / by James Baldwin.,,"Baldwin, James, 1924-1987","Racism Fiction, African Americans Fiction, Suicide victims Fiction, New York N Y Fiction, Thrillers Fiction, Psychological fiction, Audiobooks","BBC Audiobooks America,",℗2009.
Physical,Horizon,BOOK,2019,7,1,One day when I was lost : a scenario based on Alex Haley's The autobiography of Malcolm X / James Baldwin.,,"Baldwin, James, 1924-1987",X Malcolm 1925 1965 Drama,"Vintage International,",2007.
Physical,Horizon,BOOK,2019,7,11,Giovanni's room / James Baldwin.,,"Baldwin, James, 1924-1987","Americans France Paris Fiction, Men Sexual behavior Fiction, Homosexuality France Paris Fiction","Vintage International,",2013.
Physical,Horizon,BOOK,2019,7,1,Jimmy's blues and other poems / James Baldwin ; with an introduction by Nikky Finney.,,"Baldwin, James, 1924-1987",,"Beacon Press,",[2014]
Digital,OverDrive,AUDIOBOOK,2019,8,10,Go Tell It On the Mountain (Unabridged),,James Baldwin,"Fiction, Literature","Blackstone Audio, Inc.",2013
Physical,Horizon,BOOK,2019,8,4,Notes of a native son / James Baldwin ; with a new introduction by Edward P. Jones.,,"Baldwin, James, 1924-1987","Baldwin James 1924 1987, African Americans Civil rights, African Americans Social conditions To 1964, United States Race relations","Beacon Press,",[2012]
Physical,Horizon,BOOK,2019,8,1,The amen corner / James Baldwin.,,"Baldwin, James, 1924-1987",,"Dell,",1990.
Digital,OverDrive,EBOOK,2019,8,7,Notes of a Native Son,,James Baldwin,"African American Nonfiction, Literary Criticism, Nonfiction, Sociology","Random House, Inc.",2014
Physical,Horizon,SOUNDDISC,2019,8,1,Another country / by James Baldwin.,,"Baldwin, James, 1924-1987","Racism Fiction, African Americans Fiction, Suicide victims Fiction, New York N Y Fiction, Thrillers Fiction, Psychological fiction, Audiobooks","BBC Audiobooks America,",℗2009.
Digital,OverDrive,EBOOK,2019,8,3,Tell Me How Long the Train's Been Gone,,James Baldwin,"African American Fiction, Fiction, Literature","Random House, Inc.",2013
Digital,OverDrive,AUDIOBOOK,2019,8,23,Giovanni's Room (Unabridged),,James Baldwin,"Classic Literature, Fiction","Blackstone Audio, Inc.",2013
Digital,OverDrive,AUDIOBOOK,2019,8,4,Nobody Knows My Name: More Notes of a Native Son (unabridged) (Unabridged),,James Baldwin,"Biography & Autobiography, Multi-Cultural, Nonfiction, Sociology","Blackstone Audio, Inc.",2017
Physical,Horizon,BOOK,2019,8,4,I am not your negro : a major motion picture directed by Raoul Peck / from texts by James Baldwin ; compiled and edited by Raoul Peck.,,"Baldwin, James, 1924-1987,","United States Race relations, Civil rights movements United States History 20th century, Racism United States, African Americans Civil rights History 20th century","Vintage Books,",2017.
Physical,Horizon,BOOK,2019,8,2,James Baldwin : the last interview and other conversations / James Baldwin.,,"Baldwin, James, 1924-1987,","Baldwin James 1924 1987 Interviews, Authors American 20th century Interviews, African American authors Biography","Melville House,",[2014]
Digital,OverDrive,EBOOK,2019,8,3,Nobody Knows My Name,,James Baldwin,"Biography & Autobiography, Literary Criticism, Multi-Cultural, Nonfiction","Random House, Inc.",2017
Digital,OverDrive,EBOOK,2019,8,17,The Fire Next Time,,James Baldwin,"African American Nonfiction, Nonfiction, Sociology","Random House, Inc.",2013
Digital,OverDrive,AUDIOBOOK,2019,8,3,Tell Me How Long the Train's Been Gone: A Novel (unabridged) (Unabridged),,James Baldwin,"Classic Literature, Fiction, Literature","Blackstone Audio, Inc.",2017
Digital,OverDrive,EBOOK,2019,8,1,Fifty Famous Stories Retold,,James Baldwin,"History, Juvenile Nonfiction","Simon & Schuster, Inc.",2013
Physical,Horizon,BOOK,2019,8,10,Go tell it on the mountain / James Baldwin.,,"Baldwin, James, 1924-1987","African American men Fiction, Racism United States Fiction, African American families Harlem New York N Y Fiction, African Americans Religion Fiction, Harlem New York N Y Drama","Vintage International,",2013.
Physical,Horizon,BOOK,2019,8,3,The evidence of things not seen / James Baldwin ; foreword by Derrick Bell with Janet Dewart Bell.,,"Baldwin, James, 1924-1987","Williams Wayne Bertram, Serial murders Georgia Atlanta Case studies, Racism Georgia Atlanta, Atlanta Ga Race relations","H. Holt,",1995.
Physical,Horizon,SOUNDDISC,2019,8,2,Go tell it on the mountain / by James Baldwin.,,"Baldwin, James, 1924-1987","African Americans Religion Fiction, African American men Fiction, African American families Fiction, Racism United States Fiction, Harlem New York N Y Fiction, Bildungsromans, Audiobooks","AudioGO,",℗2013.
Digital,OverDrive,EBOOK,2019,8,4,Another Country,,James Baldwin,"African American Fiction, Fiction, Literature","Random House, Inc.",2013
Digital,OverDrive,EBOOK,2019,8,2,Going to Meet the Man: Stories,,James Baldwin,"African American Fiction, Fiction, Literature, Short Stories","Random House, Inc.",2013
Digital,OverDrive,AUDIOBOOK,2019,8,1,Fifty Famous Stories Retold (Unabridged),,James Baldwin,"Fiction, Historical Fiction, Short Stories",CoolBeat Audiobooks,2013
Digital,OverDrive,EBOOK,2019,8,6,James Baldwin: The Last Interview and Other Conversations,,James Baldwin,"Biography & Autobiography, Literary Criticism, Nonfiction","Random House, Inc.",2016
Digital,OverDrive,AUDIOBOOK,2019,8,3,Just above My Head (Unabridged),,James Baldwin,"Classic Literature, Fiction, Literature","Blackstone Audio, Inc.",2019
Physical,Horizon,BOOK,2019,8,5,"Collected essays / James Baldwin ; Toni Morrison, editor.",,"Baldwin, James, 1924-1987","Baldwin James 1924 1987, Baldwin James 1924 1987 Knowledge Performances, American literature African American authors, African American authors, Motion picture plays History and criticism, African Americans in motion pictures, Black Muslims, African Americans Civil rights, African Americans Social conditions To 1964, African Americans Social conditions 1964 1975, United States Race relations History 20th century","Library of America,",1998.
Digital,OverDrive,EBOOK,2019,8,8,Giovanni's Room,,James Baldwin,"African American Fiction, Fiction, Literature","Random House, Inc.",2013
Physical,Horizon,BOOK,2019,8,1,The Devil Finds Work : An Essay / James Baldwin.,,"Baldwin, James, 1924-1987","Baldwin James 1924 1987 Knowledge Performances, Motion picture plays American History and criticism, African Americans in motion pictures","The Dial Press,",1976.
Physical,Horizon,BOOK,2019,8,2,"Little man, little man : a story of childhood / James Baldwin with illustrations by Yoran Cazac ; edited by Nicholas Boggs and Jennifer DeVere Brody ; foreword by Tejan Karefa-Smart ; afterword by Aisha Karefa-Smart.",,"Baldwin, James, 1924-1987,","City and town life New York State New York Juvenile fiction, African American boys Juvenile fiction, African American children Juvenile fiction, Friendship Juvenile fiction, Neighborhoods Juvenile fiction, Coming of age Fiction, Harlem New York N Y Juvenile fiction","Duke University Press,",2018.
Digital,OverDrive,AUDIOBOOK,2019,8,9,Notes of a Native Son (Unabridged),,James Baldwin,"Literary Criticism, Nonfiction, Sociology","Blackstone Audio, Inc.",2015
Digital,OverDrive,AUDIOBOOK,2019,8,18,The Fire Next Time (Unabridged),,James Baldwin,"African American Nonfiction, Nonfiction, Sociology","Blackstone Audio, Inc.",2008
Physical,Horizon,BOOK,2019,8,2,No name in the street / James Baldwin.,,"Baldwin, James, 1924-1987","Baldwin James 1924 1987, African Americans Social conditions 1964 1975, United States Race relations History 20th century","Vintage Books,",[2000]
Digital,OverDrive,AUDIOBOOK,2019,8,6,Another Country (Unabridged),,James Baldwin,"Fiction, Literature","Blackstone Audio, Inc.",2010
Physical,Horizon,BOOK,2019,8,1,Nobody knows my name : more notes of a native son / James Baldwin.,,"Baldwin, James, 1924-1987","African Americans, United States Race relations","Vintage Books,",1993.
Digital,OverDrive,AUDIOBOOK,2019,8,3,Going to Meet the Man (Unabridged),,James Baldwin,"Fiction, Short Stories","Blackstone Audio, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2019,8,5,The Devil Finds Work: An Essay (unabridged) (Unabridged),,James Baldwin,"Biography & Autobiography, Multi-Cultural, Nonfiction, Sociology","Blackstone Audio, Inc.",2017
Physical,Horizon,BOOK,2019,8,10,Giovanni's room / James Baldwin.,,"Baldwin, James, 1924-1987","Americans France Paris Fiction, Men Sexual behavior Fiction, Homosexuality France Paris Fiction","Vintage International,",2013.
Physical,Horizon,BOOK,2019,8,6,Another country / James Baldwin.,,"Baldwin, James, 1924-1987","Racism United States Fiction, Suicide Fiction, African Americans Social conditions Fiction, New York N Y Fiction","Vintage Books,",1993.
Physical,Horizon,BOOK,2019,8,23,If Beale Street could talk : a novel / James Baldwin.,,"Baldwin, James, 1924-1987","African Americans Fiction, Love stories","Vintage International,",2006.
Physical,Horizon,SOUNDDISC,2019,8,2,Notes of a native son / by James Baldwin.,,"Baldwin, James, 1924-1987,","Baldwin James 1924 1987, African Americans Civil rights, African Americans Social conditions To 1964, United States Race relations, Audiobooks","Blackstone Audio, Inc.,",[2015]
Digital,OverDrive,EBOOK,2019,8,1,The Cross of Redemption: Uncollected Writings,,James Baldwin,"Literary Criticism, Nonfiction, Sociology","Random House, Inc.",2010
Digital,OverDrive,EBOOK,2019,8,32,If Beale Street Could Talk,,James Baldwin,"Fiction, Literature","Random House, Inc.",2013
Digital,OverDrive,EBOOK,2019,8,9,Go Tell It on the Mountain,,James Baldwin,"African American Fiction, Fiction, Literature","Random House, Inc.",2013
Digital,OverDrive,AUDIOBOOK,2019,8,40,If Beale Street Could Talk: A Novel (unabridged) (Unabridged),,James Baldwin,"Classic Literature, Fiction, Literature","Blackstone Audio, Inc.",2018
Physical,Horizon,BOOK,2019,8,17,The fire next time / James Baldwin.,,"Baldwin, James, 1924-1987","African Americans, Black Muslims, United States Race relations","Vintage International Vintage Books,",1993.
Physical,Horizon,BOOK,2019,8,2,Early novels and stories : Go tell it on the mountain ; Giovanni's room ; Another country ; Going to meet the man / James Baldwin ; [Toni Morrison selected the contents for this volume].,,"Baldwin, James, 1924-1987","African American authors, American fiction African American authors, African Americans Social conditions Fiction, Short stories","Library of America,",1998.
Physical,Horizon,SOUNDDISC,2019,8,3,The fire next time / by James Baldwin.,,"Baldwin, James, 1924-1987","African Americans, United States Race relations, Black Muslims, Audiobooks","BBC Audiobooks America,",℗2008.
Physical,Horizon,BOOK,2019,8,1,Blues for Mister Charlie : a play / by James Baldwin.,,"Baldwin, James, 1924-1987",Racism United States Drama,"Vintage International,",1995.
Physical,Horizon,BOOK,2019,8,2,Just above my head / James Baldwin.,,"Baldwin, James, 1924-1987","Gay men Fiction, African American families Fiction, Gospel musicians Fiction, Harlem New York N Y Fiction","Delta Trade Paperbacks,",2000.
Physical,Horizon,BOOK,2019,8,4,Tell me how long the train's been gone / a novel by James Baldwin.,,"Baldwin, James, 1924-1987","African American actors Fiction, Heart Diseases Patients Fiction, Successful people Fiction, Harlem New York N Y Fiction, Psychological fiction","Vintage International,",1998.
Digital,OverDrive,EBOOK,2019,8,1,Native Sons: A Friendship That Created One of the Greatest Works of the 20th Century: Notes of a Native Son,,James Baldwin,"African American Nonfiction, Biography & Autobiography, Nonfiction","Random House, Inc.",2012
Physical,Horizon,BOOK,2019,9,2,James Baldwin : the last interview and other conversations / James Baldwin.,,"Baldwin, James, 1924-1987,","Baldwin James 1924 1987 Interviews, Authors American 20th century Interviews, African American authors Biography","Melville House,",[2014]
Physical,Horizon,BOOK,2019,9,2,The evidence of things not seen / James Baldwin ; foreword by Derrick Bell with Janet Dewart Bell.,,"Baldwin, James, 1924-1987","Williams Wayne Bertram, Serial murders Georgia Atlanta Case studies, Racism Georgia Atlanta, Atlanta Ga Race relations","H. Holt,",1995.
Physical,Horizon,BOOK,2019,9,1,Going to meet the man / by James Baldwin.,,"Baldwin, James, 1924-1987","African Americans Fiction, Race relations Fiction","Vintage Books,",1995.
Digital,OverDrive,EBOOK,2019,9,7,Go Tell It on the Mountain,,James Baldwin,"African American Fiction, Fiction, Literature","Random House, Inc.",2013
Digital,OverDrive,AUDIOBOOK,2019,9,3,Just above My Head (Unabridged),,James Baldwin,"Classic Literature, Fiction, Literature","Blackstone Audio, Inc.",2019
Digital,OverDrive,AUDIOBOOK,2019,9,40,If Beale Street Could Talk: A Novel (unabridged) (Unabridged),,James Baldwin,"Classic Literature, Fiction, Literature","Blackstone Audio, Inc.",2018
Physical,Horizon,SOUNDDISC,2019,9,1,Go tell it on the mountain / by James Baldwin.,,"Baldwin, James, 1924-1987","African Americans Religion Fiction, African American men Fiction, African American families Fiction, Racism United States Fiction, Harlem New York N Y Fiction, Bildungsromans, Audiobooks","AudioGO,",℗2013.
Digital,OverDrive,AUDIOBOOK,2019,9,3,Fifty Famous Stories Retold (Unabridged),,James Baldwin,"Fiction, Historical Fiction, Short Stories",CoolBeat Audiobooks,2013
Physical,Horizon,SOUNDDISC,2019,9,1,The fire next time / by James Baldwin.,,"Baldwin, James, 1924-1987","African Americans, United States Race relations, Black Muslims, Audiobooks","BBC Audiobooks America,",℗2008.
Physical,Horizon,BOOK,2019,9,3,Another country / James Baldwin.,,"Baldwin, James, 1924-1987","Racism United States Fiction, Suicide Fiction, African Americans Social conditions Fiction, New York N Y Fiction","Vintage Books,",1993.
Digital,OverDrive,EBOOK,2019,9,1,Tell Me How Long the Train's Been Gone,,James Baldwin,"African American Fiction, Fiction, Literature","Random House, Inc.",2013
Physical,Horizon,BOOK,2019,9,8,Go tell it on the mountain / James Baldwin.,,"Baldwin, James, 1924-1987","African American men Fiction, Racism United States Fiction, African American families Harlem New York N Y Fiction, African Americans Religion Fiction, Harlem New York N Y Drama","Vintage International,",2013.
Digital,OverDrive,EBOOK,2019,9,2,Going to Meet the Man: Stories,,James Baldwin,"African American Fiction, Fiction, Literature, Short Stories","Random House, Inc.",2013
Digital,OverDrive,AUDIOBOOK,2019,9,9,Notes of a Native Son (Unabridged),,James Baldwin,"Literary Criticism, Nonfiction, Sociology","Blackstone Audio, Inc.",2015
