quote,text,tweet_type,date
the law is meant,"RT @GawkerReview: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" —James Baldwin. #Baltimore…",retweet,2015-04-28 20:12:31+00:00
the law is meant,"RT @GawkerReview: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" —James Baldwin. #Baltimore…",retweet,2015-04-28 20:30:51+00:00
the law is meant,"RT @GawkerReview: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" —James Baldwin. #Baltimore…",retweet,2015-04-28 20:43:08+00:00
the law is meant,"RT @GawkerReview: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" —James Baldwin. #Baltimore…",retweet,2015-04-29 20:51:20+00:00
the law is meant,"RT @GawkerReview: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" —James Baldwin. #Baltimore…",retweet,2015-04-28 18:44:45+00:00
the law is meant,"RT @GawkerReview: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" —James Baldwin. #Baltimore…",retweet,2015-04-28 18:45:15+00:00
the law is meant,"RT @GawkerReview: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" —James Baldwin. #Baltimore…",retweet,2015-04-28 18:45:16+00:00
the law is meant,"RT @GawkerReview: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" —James Baldwin. #Baltimore…",retweet,2015-04-28 18:45:55+00:00
the law is meant,"RT @GawkerReview: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" —James Baldwin. #Baltimore…",retweet,2015-04-28 18:45:56+00:00
the law is meant,"RT @GawkerReview: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" —James Baldwin. #Baltimore…",retweet,2015-04-28 18:47:05+00:00
the law is meant,"RT @GawkerReview: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" —James Baldwin. #Baltimore…",retweet,2015-04-28 18:56:35+00:00
the law is meant,"RT @GawkerReview: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" —James Baldwin. #Baltimore…",retweet,2015-04-28 18:58:18+00:00
the law is meant,"RT @GawkerReview: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" —James Baldwin. #Baltimore…",retweet,2015-04-28 19:00:18+00:00
the law is meant,"RT @GawkerReview: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" —James Baldwin. #Baltimore…",retweet,2015-04-28 19:09:52+00:00
the law is meant,"RT @GawkerReview: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" —James Baldwin. #Baltimore…",retweet,2015-04-28 19:19:09+00:00
the law is meant,"RT @GawkerReview: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" —James Baldwin. #Baltimore…",retweet,2015-04-28 19:58:04+00:00
the law is meant,"RT @GawkerReview: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" —James Baldwin. #Baltimore…",retweet,2015-04-28 20:07:04+00:00
the law is meant,"RT @GawkerReview: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" —James Baldwin. #Baltimore…",retweet,2015-04-28 18:51:52+00:00
the law is meant,"RT @GawkerReview: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" —James Baldwin. #Baltimore…",retweet,2015-04-28 18:58:23+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 07:23:35+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 01:47:32+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 02:48:20+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-03 22:16:42+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 00:07:06+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 00:11:21+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 01:38:52+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 01:41:04+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 01:53:36+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 01:56:09+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 02:06:32+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 02:15:21+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 02:25:20+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 02:36:18+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 02:40:04+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 05:00:26+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 11:24:17+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 13:54:08+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 15:30:57+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 16:00:21+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 19:16:26+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 02:02:16+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 01:54:40+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 04:09:38+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 04:14:19+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 06:40:44+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-03 22:21:04+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-03 22:24:08+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 01:38:01+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 01:46:08+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 01:50:10+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 01:59:50+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 02:01:25+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 02:02:43+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 02:08:33+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 02:11:30+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 02:13:45+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 02:13:46+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 02:16:05+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 02:31:49+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 02:34:04+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 02:44:41+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 02:46:29+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 02:55:00+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 03:06:02+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 03:38:43+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 03:51:18+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 09:44:36+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-03 22:22:06+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 01:42:25+00:00
the law is meant,"RT @jeffchu: ""The law is meant to be my servant and not my master, still less my torturer and my murderer."" --James Baldwin #EricGarner",retweet,2014-12-04 05:27:25+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 15:52:42+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 15:23:34+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 14:58:20+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 14:58:34+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 14:59:11+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 14:59:44+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 14:59:46+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 15:00:00+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 15:00:01+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 15:00:18+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 15:02:27+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 15:03:08+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 15:03:56+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 15:04:47+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 15:11:00+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 15:24:36+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 16:38:39+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 16:40:03+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 16:48:44+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 18:06:32+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 18:20:28+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 18:25:18+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 20:04:50+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 20:34:12+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 21:43:22+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 21:44:07+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 22:25:00+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 22:51:51+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 22:57:40+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-10 04:52:52+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-10 11:05:42+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-10 15:25:15+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-10 23:13:26+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-11 10:57:49+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 15:02:23+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 15:05:01+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 15:30:25+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 16:59:53+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 18:41:45+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 14:59:08+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 14:59:53+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 15:00:23+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 15:01:59+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 15:02:37+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 15:02:38+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 15:07:05+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 15:07:25+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 15:09:22+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 15:10:13+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 15:18:32+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 15:49:32+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 15:56:51+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 16:58:30+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 17:07:43+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 20:18:03+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 20:32:53+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 21:43:51+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 21:46:52+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 22:58:57+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-10 17:39:49+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-10 20:06:04+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-10 23:20:04+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-11 01:04:20+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-11 20:44:55+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-12 15:02:03+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 14:58:48+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 15:02:29+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 15:02:33+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 15:03:40+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 15:13:46+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 15:15:20+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 15:16:25+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 15:21:18+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 15:33:14+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 15:49:05+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 15:50:56+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 16:01:47+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 16:11:10+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 16:13:54+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 16:16:57+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 16:38:48+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 17:01:55+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 17:28:57+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 17:50:54+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 18:12:22+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 18:53:44+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 19:11:45+00:00
the law is meant,"RT @TheDailyEdge: ""The law is meant to be my servant, not my master, my torturer & my murderer"" James Baldwin, 1966 #WalterScott, 2015 http…",retweet,2015-04-09 19:25:37+00:00
